longitude,latitude,altitude,time,tau_cirrus,tau_contrail,rf_sw,rf_lw,width,depth,segment_length,n_ice_per_m,r_ice_vol,location,RHi_era5,flight_level,month,seasonal_factor,RHi_pred,hour,rf_total
14.083,43.555,38816.0,2024-11-10 18:50:00,0.0,0.677,0.0,23.051,89.0,133.0,4911.0,4960000000000.0,1.384e-06,Rome_Italy,1.1241494266610468,388.16,11,1,1.1074651064905603,18,23.051
14.017,43.541,38796.0,2024-11-10 19:00:00,0.0,0.181,0.0,5.293,143.0,156.0,4864.0,4888000000000.0,1.101e-06,Rome_Italy,1.036702531438976,387.96,11,1,1.0947036092171545,19,5.293
14.129,43.583,38825.0,2024-11-10 18:50:00,0.0,1.0966,0.0,41.565,56.0,125.0,4941.0,3468000000000.0,1.685e-06,Rome_Italy,1.1392554409435094,388.25,11,1,1.1069327931926294,18,41.565
14.064,43.569,38802.0,2024-11-10 19:00:00,0.0,0.2884,0.0,10.133,136.0,149.0,4891.0,3339000000000.0,1.373e-06,Rome_Italy,1.0864713621576005,388.02,11,1,1.0881610266312274,19,10.133
14.175,43.613,38832.0,2024-11-10 18:50:00,0.0,1.2149,0.0,45.499,52.0,116.0,4944.0,3595000000000.0,1.686e-06,Rome_Italy,1.1188154798594272,388.32,11,1,1.101070477255157,18,45.499
14.11,43.597,38812.0,2024-11-10 19:00:00,0.0,0.288,0.0,10.192,143.0,142.0,4891.0,3429000000000.0,1.381e-06,Rome_Italy,1.1311119561350234,388.12,11,1,1.1040504270480505,19,10.192
14.22,43.643,38839.0,2024-11-10 18:50:00,0.0,1.5061,0.0,54.739,44.0,106.0,4967.0,3719000000000.0,1.694e-06,Rome_Italy,0.9977323456452565,388.39,11,1,1.10404966896598,18,54.739
14.156,43.626,38819.0,2024-11-10 19:00:00,0.0,0.312,0.0,11.23,144.0,134.0,4908.0,3488000000000.0,1.411e-06,Rome_Italy,1.1282109430870892,388.19,11,1,1.1090480839606562,19,11.23
14.265,43.673,38845.0,2024-11-10 18:50:00,0.0,2.6288,0.0,78.016,33.0,96.0,0.0,5583000000000.0,1.503e-06,Rome_Italy,1.0668388725787818,388.45,11,1,1.1073165097719688,18,78.016
14.202,43.655,38829.0,2024-11-10 19:00:00,0.0,0.602,0.0,22.734,100.0,126.0,4948.0,3678000000000.0,1.553e-06,Rome_Italy,1.1093505771595908,388.29,11,1,1.1164320195738744,19,22.734
14.138,43.639,38806.0,2024-11-10 19:10:00,0.0,0.0596,0.0,1.19,248.0,150.0,4883.0,3598000000000.0,7.14e-07,Rome_Italy,0.9946514826339508,388.06,11,1,1.0754901381819948,19,1.19
14.247,43.686,38832.0,2024-11-10 19:00:00,0.0,0.7166,0.0,27.728,85.0,117.0,4971.0,3528000000000.0,1.626e-06,Rome_Italy,1.1196972272888686,388.32,11,1,1.101070477255157,19,27.728
14.184,43.668,38812.0,2024-11-10 19:10:00,0.0,0.0618,0.0,1.544,246.0,143.0,4900.0,3420000000000.0,9.08e-07,Rome_Italy,1.0563018388114742,388.12,11,1,1.1040504270480505,19,1.544
14.292,43.716,38839.0,2024-11-10 19:00:00,0.0,0.9539,0.0,36.394,67.0,108.0,4996.0,3653000000000.0,1.654e-06,Rome_Italy,1.0738554864680894,388.39,11,1,1.10404966896598,19,36.394
14.229,43.697,38822.0,2024-11-10 19:10:00,0.0,0.0733,0.0,2.12,237.0,135.0,4923.0,3494000000000.0,1.068e-06,Rome_Italy,1.088883007305554,388.22,11,1,1.1104734840304682,19,2.12
14.337,43.747,38845.0,2024-11-10 19:00:00,0.0,1.5659,0.0,51.127,51.0,97.0,0.0,5524000000000.0,1.469e-06,Rome_Italy,1.1626569532432456,388.45,11,1,1.1073165097719688,19,51.127
14.274,43.727,38829.0,2024-11-10 19:10:00,0.0,0.2485,0.0,8.552,168.0,127.0,4971.0,4072000000000.0,1.324e-06,Rome_Italy,1.162412225648894,388.29,11,1,1.1164320195738744,19,8.552
14.319,43.758,38835.0,2024-11-10 19:10:00,0.0,0.4491,0.0,17.27,125.0,118.0,5005.0,3451000000000.0,1.55e-06,Rome_Italy,1.0623282396486593,388.35,11,1,1.0982989588085228,19,17.27
14.364,43.789,38842.0,2024-11-10 19:10:00,0.0,0.6537,0.0,25.306,94.0,109.0,5033.0,3575000000000.0,1.61e-06,Rome_Italy,1.0757502751549373,388.42,11,1,1.1045032306719629,19,25.306
14.408,43.821,38845.0,2024-11-10 19:10:00,0.0,1.0192,0.0,34.474,72.0,99.0,0.0,5457000000000.0,1.428e-06,Rome_Italy,1.0779276241090248,388.45,11,1,1.1073165097719688,19,34.474
14.346,43.798,38835.0,2024-11-10 19:20:00,0.0,0.0872,0.0,2.463,242.0,128.0,4998.0,4416000000000.0,1.041e-06,Rome_Italy,1.0013883738051257,388.35,11,1,1.0982989588085228,19,2.463
14.391,43.83,38842.0,2024-11-10 19:20:00,0.0,0.2963,0.0,11.097,166.0,120.0,5041.0,3371000000000.0,1.472e-06,Rome_Italy,1.1180543915982788,388.42,11,1,1.1045032306719629,19,11.097
14.435,43.862,38845.0,2024-11-10 19:20:00,0.0,0.4707,0.0,18.179,123.0,110.0,5074.0,3493000000000.0,1.565e-06,Rome_Italy,1.0121842726243653,388.45,11,1,1.1073165097719688,19,18.179
14.48,43.894,38848.0,2024-11-10 19:20:00,0.0,0.6986,0.0,23.771,92.0,100.0,0.0,5384000000000.0,1.38e-06,Rome_Italy,1.1178979489649008,388.48,11,1,1.1428580762816654,19,23.771
14.419,43.869,38842.0,2024-11-10 19:30:00,0.0,0.0011,0.0,0.006,325.0,130.0,5030.0,4734000000000.0,1.87e-07,Rome_Italy,1.0737979957506782,388.42,11,1,1.1045032306719629,19,0.006
14.463,43.901,38845.0,2024-11-10 19:30:00,0.0,0.006,0.0,0.066,205.0,121.0,5279.0,1259000000000.0,3.79e-07,Rome_Italy,1.0693516823774964,388.45,11,1,1.1073165097719688,19,0.066
14.553,43.966,34751.0,2024-11-10 19:30:00,0.0,0.0966,0.0,2.718,184.0,99.0,0.0,2911000000000.0,1.157e-06,Rome_Italy,1.0681602097859881,347.51,11,1,1.0989992441272438,19,2.718
13.659,52.768,33136.0,2024-11-10 15:40:00,0.0,0.189,0.0,1.473,944.0,127.0,497.0,148111000000000.0,4.06e-07,Berlin_Germany,1.1114925337226296,331.36,11,1,1.0989473477464724,15,1.473
13.759,52.857,33120.0,2024-11-10 15:50:00,0.0,0.0062,0.0,0.019,771.0,157.0,599.0,121974000000000.0,1.56e-07,Berlin_Germany,1.0193587032418971,331.2,11,1,1.096166770878501,15,0.019
13.653,52.765,33612.0,2024-11-10 15:40:00,0.0,0.8336,0.0,9.294,737.0,116.0,487.0,190241000000000.0,6.01e-07,Berlin_Germany,1.0651780740776624,336.12,11,1,1.1023689035545499,15,9.294
13.753,52.854,33589.0,2024-11-10 15:50:00,0.0,0.7525,0.0,8.152,633.0,147.0,584.0,156455000000000.0,5.83e-07,Berlin_Germany,1.1831729192075953,335.89,11,1,1.1081139025110331,15,8.152
13.855,52.943,33566.0,2024-11-10 16:00:00,0.0,0.078,0.0,0.427,677.0,173.0,0.0,155129000000000.0,2.78e-07,Berlin_Germany,1.1073777323903713,335.66,11,1,1.1021306988053121,16,0.427
13.648,52.762,34094.0,2024-11-10 15:40:00,0.0,11.5532,0.0,109.863,46.0,104.0,0.0,34938000000000.0,1.494e-06,Berlin_Germany,1.1549250255122196,340.94,11,1,1.1074651825767043,15,109.863
13.729,52.843,35512.0,2024-11-10 15:50:00,0.0,5.9291,0.0,91.504,93.0,106.0,0.0,36611000000000.0,1.493e-06,Berlin_Germany,1.1296544338117052,355.12,11,1,1.0904233550987714,15,91.504
13.81,52.922,36932.0,2024-11-10 16:00:00,0.0,2.9581,0.0,61.987,162.0,107.0,0.0,31826000000000.0,1.492e-06,Berlin_Germany,1.09097060981393,369.32,11,1,1.1027731196773187,16,61.987
13.89,52.999,38360.0,2024-11-10 16:10:00,0.0,0.6527,0.0,16.451,214.0,108.0,0.0,12125000000000.0,1.366e-06,Berlin_Germany,1.1381190156929377,383.6,11,1,1.1041922036780294,16,16.451
13.971,53.076,38839.0,2024-11-10 16:20:00,0.0,0.2073,0.0,4.642,250.0,110.0,0.0,9130000000000.0,1.128e-06,Berlin_Germany,1.1569272566382827,388.39,11,1,1.10404966896598,16,4.642
14.051,53.164,38835.0,2024-11-10 16:30:00,0.0,1.4818,0.0,37.953,112.0,103.0,0.0,10042000000000.0,1.568e-06,Berlin_Germany,1.0246974109354146,388.35,11,1,1.0982989588085228,16,37.953
14.132,53.243,38835.0,2024-11-10 16:40:00,0.0,0.824,0.0,21.396,164.0,105.0,0.0,9693000000000.0,1.448e-06,Berlin_Germany,1.1018062488176987,388.35,11,1,1.0982989588085228,16,21.396
14.213,53.321,38839.0,2024-11-10 16:50:00,0.0,0.4807,0.0,12.079,204.0,107.0,0.0,9398000000000.0,1.33e-06,Berlin_Germany,1.0940034375885441,388.39,11,1,1.10404966896598,16,12.079
14.295,53.4,38839.0,2024-11-10 17:00:00,0.0,0.2623,0.0,6.153,240.0,109.0,0.0,9101000000000.0,1.197e-06,Berlin_Germany,1.0952832836008408,388.39,11,1,1.10404966896598,17,6.153
14.373,53.488,38832.0,2024-11-10 17:10:00,0.0,3.8417,0.0,79.603,47.0,102.0,0.0,10183000000000.0,1.696e-06,Berlin_Germany,1.0926563572992054,388.32,11,1,1.101070477255157,17,79.603
14.454,53.567,38835.0,2024-11-10 17:20:00,0.0,1.2075,0.0,31.319,132.0,104.0,0.0,9996000000000.0,1.531e-06,Berlin_Germany,1.0545946752546655,388.35,11,1,1.0982989588085228,17,31.319
14.536,53.646,38835.0,2024-11-10 17:30:00,0.0,0.6924,0.0,17.785,182.0,106.0,0.0,9787000000000.0,1.41e-06,Berlin_Germany,1.076772069895757,388.35,11,1,1.0982989588085228,17,17.785
14.617,53.725,38835.0,2024-11-10 17:40:00,0.0,0.3953,0.0,9.694,222.0,107.0,0.0,9563000000000.0,1.286e-06,Berlin_Germany,1.0655778711736599,388.35,11,1,1.0982989588085228,17,9.694
14.699,53.804,38839.0,2024-11-10 17:50:00,0.0,0.2179,0.0,4.924,256.0,109.0,0.0,9370000000000.0,1.147e-06,Berlin_Germany,1.1158535911198715,388.39,11,1,1.10404966896598,17,4.924
14.776,53.891,38832.0,2024-11-10 18:00:00,0.0,2.388,0.0,56.792,78.0,102.0,0.0,10685000000000.0,1.636e-06,Berlin_Germany,1.006942657375966,388.32,11,1,1.101070477255157,18,56.792
14.858,53.97,38835.0,2024-11-10 18:10:00,0.0,1.0441,0.0,27.123,149.0,104.0,0.0,10293000000000.0,1.494e-06,Berlin_Germany,1.2014353776792523,388.35,11,1,1.0982989588085228,18,27.123
14.94,54.049,38835.0,2024-11-10 18:20:00,0.0,0.5968,0.0,15.231,195.0,106.0,0.0,9931000000000.0,1.373e-06,Berlin_Germany,1.1082449465435817,388.35,11,1,1.0982989588085228,18,15.231
15.023,54.128,38835.0,2024-11-10 18:30:00,0.0,0.3289,0.0,7.942,233.0,108.0,0.0,9596000000000.0,1.242e-06,Berlin_Germany,1.0316874521491273,388.35,11,1,1.0982989588085228,18,7.942
15.105,54.207,38839.0,2024-11-10 18:40:00,0.0,0.1764,0.0,3.825,264.0,109.0,0.0,9220000000000.0,1.077e-06,Berlin_Germany,1.132023425154202,388.39,11,1,1.10404966896598,18,3.825
15.18,54.293,38835.0,2024-11-10 18:50:00,0.0,1.7596,0.0,44.644,98.0,103.0,0.0,10180000000000.0,1.596e-06,Berlin_Germany,1.1011493225547635,388.35,11,1,1.0982989588085228,18,44.644
15.263,54.373,38835.0,2024-11-10 19:00:00,0.0,0.8614,0.0,22.57,160.0,104.0,0.0,9791000000000.0,1.454e-06,Berlin_Germany,1.0286933470927162,388.35,11,1,1.0982989588085228,19,22.57
15.346,54.452,38835.0,2024-11-10 19:10:00,0.0,0.4803,0.0,12.178,203.0,106.0,0.0,9456000000000.0,1.325e-06,Berlin_Germany,1.1103200804762803,388.35,11,1,1.0982989588085228,19,12.178
15.429,54.531,38839.0,2024-11-10 19:20:00,0.0,0.2544,0.0,5.983,236.0,108.0,0.0,9114000000000.0,1.182e-06,Berlin_Germany,1.1485104068209653,388.39,11,1,1.10404966896598,19,5.983
15.52,54.623,34731.0,2024-11-10 19:30:00,0.0,0.4277,0.0,9.273,161.0,111.0,0.0,9949000000000.0,1.197e-06,Berlin_Germany,1.167224628053238,347.31,11,1,1.1049703822616963,19,9.273
15.644,54.726,32674.0,2024-11-10 19:40:00,0.0,0.8704,0.0,19.829,94.0,135.0,0.0,5663000000000.0,1.465e-06,Berlin_Germany,1.1661764508616226,326.74,11,1,1.1056911114270205,19,19.829
10.459,59.673,29849.0,2024-11-10 14:40:00,0.0015,1.1749,-6.434,25.879,247.0,123.0,1537.0,16087000000000.0,1.89e-06,Oslo_Norway,1.0258362848947118,298.49,11,1,1.098059333984655,14,19.445
10.453,59.755,29875.0,2024-11-10 14:50:00,0.0026,1.0248,0.0,25.082,344.0,153.0,1566.0,14785000000000.0,2.125e-06,Oslo_Norway,1.128798751086635,298.75,11,1,1.1113714018475895,14,25.082
10.447,59.835,29898.0,2024-11-10 15:00:00,0.0034,1.1049,0.0,28.856,444.0,179.0,1594.0,13731000000000.0,2.377e-06,Oslo_Norway,1.1032185093203988,298.98,11,1,1.1065515199163267,15,28.856
10.441,59.914,29921.0,2024-11-10 15:10:00,0.0038,0.9526,0.0,27.246,538.0,202.0,1624.0,12811000000000.0,2.623e-06,Oslo_Norway,1.1022922733174791,299.21,11,1,1.1041211107045834,15,27.246
10.434,59.991,29938.0,2024-11-10 15:20:00,0.0045,0.8114,0.0,25.199,619.0,223.0,1654.0,11985000000000.0,2.859e-06,Oslo_Norway,1.108340731163498,299.38,11,1,1.103788837771798,15,25.199
10.428,60.068,29951.0,2024-11-10 15:30:00,0.0048,0.8771,0.0,28.214,678.0,243.0,1684.0,11229000000000.0,3.076e-06,Oslo_Norway,1.1449643562403788,299.51,11,1,1.0992738204932904,15,28.214
10.421,60.143,29961.0,2024-11-10 15:40:00,0.0053,0.9652,0.0,31.75,721.0,262.0,1714.0,10537000000000.0,3.279e-06,Oslo_Norway,1.0944199987038485,299.61,11,1,1.098508852246964,15,31.75
10.414,60.217,29967.0,2024-11-10 15:50:00,0.0061,0.9424,0.0,32.225,746.0,281.0,1745.0,9894000000000.0,3.468e-06,Oslo_Norway,1.058552543181649,299.67,11,1,1.0986923685339718,15,32.225
10.407,60.29,29967.0,2024-11-10 16:00:00,0.0072,0.882,0.0,31.444,753.0,298.0,1775.0,9298000000000.0,3.641e-06,Oslo_Norway,1.1181928231907905,299.67,11,1,1.0986923685339718,16,31.444
10.401,60.361,29964.0,2024-11-10 16:10:00,0.0069,0.8793,0.0,32.093,752.0,316.0,1805.0,8743000000000.0,3.792e-06,Oslo_Norway,1.0965630268728164,299.64,11,1,1.098253619132671,16,32.093
10.395,60.433,29954.0,2024-11-10 16:20:00,0.0068,0.9447,0.0,34.706,750.0,333.0,1833.0,8233000000000.0,3.941e-06,Oslo_Norway,1.0910877733078927,299.54,11,1,1.0903831872322736,16,34.706
10.39,60.503,29941.0,2024-11-10 16:30:00,0.0069,1.0311,0.0,37.938,752.0,350.0,1861.0,7733000000000.0,4.104e-06,Oslo_Norway,1.1167281490429048,299.41,11,1,1.106465350051736,16,37.938
10.385,60.573,29921.0,2024-11-10 16:40:00,0.0062,1.0429,0.0,38.796,763.0,368.0,1888.0,7268000000000.0,4.27e-06,Oslo_Norway,1.161515509122069,299.21,11,1,1.1041211107045834,16,38.796
10.381,60.643,29895.0,2024-11-10 16:50:00,0.0057,0.9622,0.0,36.987,791.0,386.0,1912.0,6841000000000.0,4.444e-06,Oslo_Norway,1.0578763971370597,298.95,11,1,1.1013416090867254,16,36.987
10.378,60.712,29869.0,2024-11-10 17:00:00,0.0054,0.8794,0.0,34.977,836.0,404.0,1936.0,6448000000000.0,4.627e-06,Oslo_Norway,1.0940451906264608,298.69,11,1,1.1053874863417377,17,34.977
10.376,60.78,29839.0,2024-11-10 17:10:00,0.0048,0.8669,0.0,35.058,900.0,422.0,1958.0,6088000000000.0,4.815e-06,Oslo_Norway,1.173440368578735,298.39,11,1,1.1035604020651275,17,35.058
10.375,60.847,29813.0,2024-11-10 17:20:00,0.0042,0.8696,0.0,35.617,988.0,441.0,1978.0,5763000000000.0,5.014e-06,Oslo_Norway,1.1171597567091547,298.13,11,1,1.1001395851195028,17,35.617
10.375,60.914,29787.0,2024-11-10 17:30:00,0.0037,0.7936,0.0,33.678,1101.0,460.0,1996.0,5468000000000.0,5.231e-06,Oslo_Norway,1.0515466858430498,297.87,11,1,1.100642386322921,17,33.678
10.377,60.98,29767.0,2024-11-10 17:40:00,0.0032,0.676,0.0,29.645,1244.0,479.0,2012.0,5196000000000.0,5.472e-06,Oslo_Norway,1.1045979924374778,297.67,11,1,1.1025488213284667,17,29.645
10.38,61.045,29751.0,2024-11-10 17:50:00,0.0029,0.6536,0.0,28.915,1419.0,499.0,2027.0,4944000000000.0,5.76e-06,Oslo_Norway,0.9943779919601601,297.51,11,1,1.0920696933251903,17,28.915
10.384,61.11,29738.0,2024-11-10 18:00:00,0.0026,0.63,0.0,28.183,1623.0,518.0,2040.0,4709000000000.0,6.095e-06,Oslo_Norway,1.076421775579631,297.38,11,1,1.1025173380947866,18,28.183
10.389,61.173,29728.0,2024-11-10 18:10:00,0.0029,0.5574,0.0,25.663,1849.0,538.0,2053.0,4479000000000.0,6.5e-06,Oslo_Norway,1.08937888978701,297.28,11,1,1.1030578372075044,18,25.663
10.396,61.237,29718.0,2024-11-10 18:20:00,0.0034,0.5789,0.0,26.651,2077.0,559.0,2068.0,4249000000000.0,6.957e-06,Oslo_Norway,1.0874476775439135,297.18,11,1,1.1017191212960251,18,26.651
10.403,61.299,29708.0,2024-11-10 18:30:00,0.0037,0.5384,0.0,25.346,2305.0,581.0,2084.0,4012000000000.0,7.464e-06,Oslo_Norway,1.036649353725049,297.08,11,1,1.095432043992575,18,25.346
10.411,61.362,29701.0,2024-11-10 18:40:00,0.004,0.5379,0.0,26.075,2526.0,604.0,2103.0,3770000000000.0,8.021e-06,Oslo_Norway,1.1109391809336309,297.01,11,1,1.0959889092148427,18,26.075
10.42,61.424,29695.0,2024-11-10 18:50:00,0.0044,0.5599,0.0,27.544,2736.0,629.0,2123.0,3520000000000.0,8.631e-06,Oslo_Norway,1.0877956544407983,296.95,11,1,1.104968030376036,18,27.544
10.429,61.485,29685.0,2024-11-10 19:00:00,0.0049,0.5442,0.0,27.346,2927.0,655.0,2148.0,3264000000000.0,9.3e-06,Oslo_Norway,1.0812709962280327,296.85,11,1,1.1022380725631111,19,27.346
10.44,61.547,29672.0,2024-11-10 19:10:00,0.0057,0.5372,0.0,23.814,3095.0,684.0,2176.0,3003000000000.0,1.0027e-05,Oslo_Norway,1.078760807435583,296.72,11,1,1.103027763864974,19,23.814
10.45,61.608,29652.0,2024-11-10 19:20:00,0.007,0.5501,0.0,24.297,3214.0,716.0,2205.0,2744000000000.0,1.08e-05,Oslo_Norway,1.0552167910928167,296.52,11,1,1.1059870863032295,19,24.297
10.461,61.669,29626.0,2024-11-10 19:30:00,0.009,0.5719,0.0,24.88,3273.0,752.0,2238.0,2486000000000.0,1.1619e-05,Oslo_Norway,1.1742424190207827,296.26,11,1,1.110601811805254,19,24.88
10.472,61.729,29593.0,2024-11-10 19:40:00,0.0117,0.5963,0.0,25.59,3269.0,792.0,2275.0,2235000000000.0,1.2484e-05,Oslo_Norway,1.1296483471848093,295.93,11,1,1.097225391526154,19,25.59
10.483,61.79,29554.0,2024-11-10 19:50:00,0.016,0.622,0.0,26.412,3209.0,838.0,2318.0,1991000000000.0,1.3407e-05,Oslo_Norway,1.1652187802705214,295.54,11,1,1.1126956323582207,19,26.412
10.494,61.851,29501.0,2024-11-10 20:00:00,0.0223,0.6732,0.0,28.032,3106.0,891.0,2364.0,1761000000000.0,1.4417e-05,Oslo_Norway,1.1248049626174583,295.01,11,1,1.1066366805435188,20,28.032
10.505,61.911,29439.0,2024-11-10 20:10:00,0.0253,0.713,0.0,29.115,2980.0,952.0,2414.0,1546000000000.0,1.5508e-05,Oslo_Norway,1.1832776498920285,294.39,11,1,1.1037387338176368,20,29.115
10.516,61.972,29360.0,2024-11-10 20:20:00,0.0287,0.7494,0.0,29.928,2876.0,1026.0,2467.0,1350000000000.0,1.6715e-05,Oslo_Norway,1.0309739175448214,293.6,11,1,1.0973691305764763,20,29.928
10.526,62.033,29265.0,2024-11-10 20:30:00,0.0335,0.7604,0.0,29.925,2861.0,1113.0,2520.0,1174000000000.0,1.8009e-05,Oslo_Norway,1.152562203100339,292.65,11,1,1.110096943858852,20,29.925
10.537,62.093,29157.0,2024-11-10 20:40:00,0.0386,0.7297,0.0,29.177,2993.0,1215.0,2566.0,1022000000000.0,1.9341e-05,Oslo_Norway,1.1314248378380547,291.57,11,1,1.1001323024120986,20,29.177
10.547,62.154,29029.0,2024-11-10 20:50:00,0.0441,0.6659,0.0,27.339,3268.0,1328.0,2607.0,892000000000.0,2.0664e-05,Oslo_Norway,1.06865031109865,290.29,11,1,1.0876969386264699,20,27.339
10.558,62.215,28885.0,2024-11-10 21:00:00,0.0496,0.5783,0.0,24.561,3726.0,1450.0,2645.0,783000000000.0,2.1954e-05,Oslo_Norway,1.0402923025125064,288.85,11,1,1.086213333638763,21,24.561
10.569,62.276,28720.0,2024-11-10 21:10:00,0.0522,0.4367,0.0,19.475,4455.0,1500.0,0.0,691000000000.0,2.2197e-05,Oslo_Norway,1.0892051693533753,287.2,11,1,1.1026391775031283,21,19.475
10.578,62.336,28556.0,2024-11-10 21:20:00,0.0527,0.3456,0.0,15.784,4772.0,1500.0,0.0,631000000000.0,2.1384e-05,Oslo_Norway,1.1898599817886872,285.56,11,1,1.125683491650742,21,15.784
10.586,62.396,28399.0,2024-11-10 21:30:00,0.0527,0.2534,0.0,11.758,5124.0,1500.0,0.0,591000000000.0,1.9621e-05,Oslo_Norway,1.069131669257485,283.99,11,1,1.0851959654769854,21,11.758
10.593,62.454,28264.0,2024-11-10 21:40:00,0.0529,0.158,0.0,7.415,5495.0,1500.0,0.0,566000000000.0,1.6385e-05,Oslo_Norway,1.093224988817264,282.64,11,1,1.1017847780288323,21,7.415
10.598,62.513,28163.0,2024-11-10 21:50:00,0.0521,0.071,0.0,3.193,5840.0,1500.0,0.0,555000000000.0,1.1371e-05,Oslo_Norway,1.0815940944650804,281.63,11,1,1.1205748396262274,21,3.193
10.487,59.672,29839.0,2024-11-10 14:40:00,0.0014,2.5774,-6.43,48.428,75.0,112.0,0.0,10257000000000.0,1.958e-06,Oslo_Norway,1.0155612304357007,298.39,11,1,1.1035604020651275,14,41.998
10.481,59.754,29865.0,2024-11-10 14:50:00,0.0024,1.4264,0.0,34.746,203.0,145.0,1543.0,8804000000000.0,2.311e-06,Oslo_Norway,1.161569482172025,298.65,11,1,1.1072022693027177,14,34.746
10.475,59.835,29892.0,2024-11-10 15:00:00,0.0033,1.0044,0.0,28.612,319.0,172.0,1572.0,7991000000000.0,2.651e-06,Oslo_Norway,1.161715062024519,298.92,11,1,1.1035599124314805,15,28.612
10.47,59.914,29915.0,2024-11-10 15:10:00,0.0038,0.8093,0.0,25.742,425.0,196.0,1602.0,7369000000000.0,2.976e-06,Oslo_Norway,1.0949309827725906,299.15,11,1,1.1041030855230678,15,25.742
10.464,59.992,29931.0,2024-11-10 15:20:00,0.0045,0.8811,0.0,29.392,514.0,218.0,1631.0,6844000000000.0,3.282e-06,Oslo_Norway,1.0606230460558645,299.31,11,1,1.1015179343287094,15,29.392
10.458,60.068,29944.0,2024-11-10 15:30:00,0.0049,0.7829,0.0,28.016,580.0,239.0,1661.0,6377000000000.0,3.562e-06,Oslo_Norway,1.0994192657178514,299.44,11,1,1.1029671678048005,15,28.016
10.451,60.144,29954.0,2024-11-10 15:40:00,0.0056,0.7322,0.0,27.642,628.0,259.0,1691.0,5954000000000.0,3.822e-06,Oslo_Norway,1.012357988195428,299.54,11,1,1.0903831872322736,15,27.642
10.445,60.218,29957.0,2024-11-10 15:50:00,0.0066,0.8211,0.0,31.486,658.0,279.0,1720.0,5568000000000.0,4.065e-06,Oslo_Norway,1.1348217823267703,299.57,11,1,1.1021130028687973,15,31.486
10.439,60.291,29957.0,2024-11-10 16:00:00,0.0078,0.8524,0.0,33.452,670.0,298.0,1750.0,5186000000000.0,4.296e-06,Oslo_Norway,1.1181922470414258,299.57,11,1,1.1021130028687973,16,33.452
10.434,60.363,29951.0,2024-11-10 16:10:00,0.0075,0.8006,0.0,32.603,671.0,317.0,1779.0,4826000000000.0,4.501e-06,Oslo_Norway,1.0078076992836824,299.51,11,1,1.0992738204932904,16,32.603
10.428,60.435,29941.0,2024-11-10 16:20:00,0.0075,0.794,0.0,33.133,670.0,337.0,1809.0,4492000000000.0,4.706e-06,Oslo_Norway,1.222897657021108,299.41,11,1,1.106465350051736,16,33.133
10.423,60.506,29925.0,2024-11-10 16:30:00,0.0076,0.8709,0.0,36.418,672.0,357.0,1838.0,4183000000000.0,4.923e-06,Oslo_Norway,1.11888008990278,299.25,11,1,1.0995305194463756,16,36.418
10.419,60.576,29902.0,2024-11-10 16:40:00,0.0068,0.9023,0.0,37.888,681.0,377.0,1866.0,3896000000000.0,5.148e-06,Oslo_Norway,1.0068940424873591,299.02,11,1,1.0935490207395575,16,37.888
10.415,60.646,29875.0,2024-11-10 16:50:00,0.0062,0.8249,0.0,35.825,706.0,397.0,1893.0,3633000000000.0,5.387e-06,Oslo_Norway,1.1001182495839628,298.75,11,1,1.1113714018475895,16,35.825
10.413,60.715,29843.0,2024-11-10 17:00:00,0.0058,0.7875,0.0,35.002,747.0,418.0,1921.0,3389000000000.0,5.643e-06,Oslo_Norway,1.0318199007899176,298.43,11,1,1.0932848247629487,17,35.002
10.411,60.784,29810.0,2024-11-10 17:10:00,0.0052,0.8096,0.0,36.194,805.0,440.0,1949.0,3165000000000.0,5.91e-06,Oslo_Norway,1.092234924093592,298.1,11,1,1.0984528994118294,17,36.194
10.41,60.852,29777.0,2024-11-10 17:20:00,0.0046,0.73,0.0,33.856,884.0,463.0,1976.0,2959000000000.0,6.198e-06,Oslo_Norway,1.1683814771318786,297.77,11,1,1.1125050113055572,17,33.856
10.411,60.919,29747.0,2024-11-10 17:30:00,0.0041,0.6523,0.0,31.449,985.0,486.0,2005.0,2768000000000.0,6.518e-06,Oslo_Norway,1.0867565847431782,297.47,11,1,1.0993801179376126,17,31.449
10.413,60.985,29721.0,2024-11-10 17:40:00,0.0036,0.6499,0.0,31.335,1110.0,510.0,2036.0,2591000000000.0,6.876e-06,Oslo_Norway,1.0605353806109015,297.21,11,1,1.0989008688103796,17,31.335
10.416,61.051,29695.0,2024-11-10 17:50:00,0.0033,0.5575,0.0,27.719,1262.0,534.0,2069.0,2423000000000.0,7.305e-06,Oslo_Norway,1.2088735365923262,296.95,11,1,1.104968030376036,17,27.719
10.42,61.115,29675.0,2024-11-10 18:00:00,0.0031,0.5635,0.0,28.016,1430.0,560.0,2104.0,2263000000000.0,7.798e-06,Oslo_Norway,1.0816692133996837,296.75,11,1,1.1019035207774714,18,28.016
10.425,61.18,29652.0,2024-11-10 18:10:00,0.0035,0.516,0.0,26.155,1609.0,586.0,2143.0,2107000000000.0,8.385e-06,Oslo_Norway,1.1220374230716896,296.52,11,1,1.1059870863032295,18,26.155
10.432,61.243,29633.0,2024-11-10 18:20:00,0.0041,0.4931,0.0,25.253,1779.0,615.0,2184.0,1954000000000.0,9.039e-06,Oslo_Norway,1.0922259171773565,296.33,11,1,1.1085855774028253,18,25.253
