station_id,latitude,longitude,elevation,name,lstyear
USM00072221,30.4833,-86.5167,29.0,VALPARAISO/EGLIN AFB,2025
USM00072230,33.1789,-86.7822,174.0,BIRMINGHAM,2025
USM00072233,30.3369,-89.825,9.9,SLIDELL/MUN. LA,2025
USM00072235,32.3189,-90.08,90.7,JACKSON/ALLEN C. THOMPSON FIEL,2025
USM00072240,30.1253,-93.2161,4.8,LAKE CHARLES/MUN.,2025
USM00072248,32.4511,-93.8414,85.1,SHREVEPORT/REG.,2025
USM00072249,32.835,-97.2986,195.2,FORT WORTH,2025
USM00072250,25.9167,-97.4192,7.1,BROWNSVILLE/INT.,2025
USM00072251,27.7789,-97.5056,14.8,CORPUS CHRISTI/INT.,2025
USM00072261,29.3744,-100.9183,314.0,DEL RIO/INT.,2025
USM00072265,31.9425,-102.1892,874.9,MIDLAND/MIDLAND REG. AIRTERM,2025
USM00072274,32.2278,-110.9558,751.4,TUCSON,2025
USM00072293,32.8333,-117.1167,133.5,SAN DIEGO/MIRAMAR,2025
USM00072305,34.7761,-76.8767,11.0,NEWPORT,2025
USM00072317,36.0981,-79.9428,276.5,GREENSBORO/G.-HIGH PT.,2025
USM00072318,37.2039,-80.4142,639.4,BLACKSBURG,2025
USM00072327,36.2469,-86.5617,180.2,NASHVILLE/OLD HICKORY,2025
USM00072340,34.835,-92.2594,173.2,LITTLE ROCK/ADAMS FLD,2025
USM00072357,35.1808,-97.4378,344.9,NORMAN/MAX WESTHEIMER A,2025
USM00072363,35.2331,-101.7092,1095.0,AMARILLO/INTL.,2025
USM00072364,31.8728,-106.6981,1254.0,SANTA TERESA,2025
USM00072365,35.0378,-106.6219,1619.0,ALBUQUERQUE/INT.,2025
USM00072376,35.23,-111.8217,2179.0,FLAGSTAFF,2025
USM00072381,34.9167,-117.9,705.0,EDWARDS AFB,2025
USM00072388,36.05,-115.1833,697.2,AS VEGAS,2025
USM00072393,34.75,-120.5667,121.0,VANDENBERG AFB,2025
USM00072402,37.9333,-75.4833,12.2,WALLOPS ISLAND,2025
USM00072403,38.9767,-77.4858,88.4,STERLING,2025
USM00072426,39.4214,-83.8217,322.7,WILMINGTON,2025
USM00072440,37.2347,-93.4014,391.1,SPRINGFIELD/MUN.,2025
USM00072451,37.7614,-99.9686,786.4,DODGE CITY/MUN.,2025
USM00072456,39.0722,-95.6306,268.1,TOPEKA/MUN.,2025
USM00072476,39.12,-108.525,1474.0,GRAND JUNCTION/WALKER FIELD,2025
USM00072489,39.5681,-119.7967,1518.0,RENO,2025
USM00072493,37.7444,-122.2236,2.5,OAKLAND/METROP. OAKLAND INT.,2025
USM00072501,40.865,-72.8628,19.6,UPTON,2025
USM00072518,42.6919,-73.8322,95.0,ALBANY,2025
USM00072520,40.5317,-80.2172,360.5,PITTSBURGH,2025
USM00072528,42.9411,-78.7189,218.4,BUFFALO/GREATER BUFFALO INT.,2025
USM00072558,41.32,-96.3669,351.5,VALLEY,2025
USM00072562,41.1328,-100.7,848.8,NORTH PLATTE/LEE BIRD,2025
USM00072572,40.7722,-111.9553,1289.0,SALT LAKE CITY/INTNL UT.,2025
USM00072582,40.86,-115.7422,1593.0,ELKO,2025
USM00072597,42.3769,-122.8822,398.2,MEDFORD/MEDFORD-JACKSON COUNTY,2025
USM00072632,42.6989,-83.4714,330.2,WHITE LAKE,2025
USM00072634,44.9075,-84.7189,447.7,GAYLORD,2025
USM00072645,44.4986,-88.1119,209.3,GREEN BAY/A.-STRAUBEL,2025
USM00072649,44.8497,-93.5647,290.2,CHANHASSEN,2025
USM00072659,45.4556,-98.4133,398.4,ABERDEEN/REG.,2025
USM00072662,44.0728,-103.21,1029.0,RAPID CITY WFO,2025
USM00072672,43.0647,-108.4767,1699.0,RIVERTON,2025
USM00072681,43.5672,-116.2114,873.1,BOISE/MUN.,2025
USM00072694,44.9092,-123.0083,62.4,SALEM/MCNARY,2025
USM00072712,46.8683,-68.0136,191.0,CARIBOU/MUN.,2025
USM00072747,48.5647,-93.3975,357.3,INT.FALLS/FALLS INT. MN.,2025
USM00072764,46.7717,-100.7594,506.2,BISMARCK/MUN.,2025
USM00072768,48.2067,-106.6256,693.1,GLASGOW/INT.,2025
USM00072776,47.4614,-111.3847,1132.0,GREAT FALLS,2025
USM00072786,47.6806,-117.6267,729.1,SPOKANE,2025
USM00072797,47.9339,-124.5603,56.8,QUILLAYUTE,2025
USM00074003,40.1667,-112.9333,1325.0,DUGWAY PRVGR,2025
USM00074004,32.8356,-114.4,231.0,YUMA PROVING GROUNDS AZ,2025
USM00074005,32.8636,-114.0331,231.0,YUMA PRVGR,2025
USM00074389,43.8925,-70.2572,124.5,GRAY,2025
USM00074455,41.6114,-90.5817,230.5,QUAD CITY,2025
USM00074560,40.1517,-89.3383,179.2,LINCOLN,2025
USM00074612,35.6833,-117.6833,696.0,CHINA LAKE,2025
USM00074626,33.45,-111.95,386.0,WFO PHOENIX,2025
USM00074646,36.6,-97.5,306.0,LAMONT,2025
USM00074794,28.4667,-80.55,3.0,CAPE KENNEDY,2025
USM00091165,21.9933,-159.3467,32.3,LIHUE,2025
USM00091285,19.7183,-155.0583,11.0,HILO HI,2025
UVM00065503,12.35,-1.5167,303.0,OUAGADOUGOU,2025
UVM00065510,11.1667,-4.3,432.0,BOBO-DIOULASSO,2025
VMM00048820,21.0333,105.8,5.0,HA NOI,2025
VMM00048839,20.1333,107.7167,56.0,BACH LONG VI,2025
VMM00048845,18.6667,105.6833,5.0,VINH,2025
VMM00048855,16.0667,108.35,7.0,DA NANG,2025
VMM00048870,13.7667,109.2167,4.0,QUY NHON,2025
VMM00048877,12.2167,109.2167,3.0,NHA TRANG,2025
VMM00048887,10.9333,108.1,8.0,PHAN THIET,2025
VMM00048900,10.8167,106.6667,5.0,TAN SON HOA,2025
VMM00048914,9.1833,105.15,1.0,CA MAU,2025
WIM00060096,23.7111,-15.9308,8.7,DAKHLA,2025
ZZV0000DBLK,-98.8888,-998.8888,-998.8,POLARSTERN,2024
ZZV0000JNSR,-98.8888,-998.8888,-998.8,MIRAI,2025
ZZV00ASDE09,-98.8888,-998.8888,-998.8,ASDE09,2025
