,station_id,latitude,longitude,elevation,station_name,start_year,end_year
831,FSM00061998,-49.3522,70.2433,29.0,PORT-AUX-FRANCAIS,1968,2025
832,GBM00064500,0.45,9.4167,12.0,LIBREVILLE,1973,2024
844,GIM00008495,36.15,-5.35,3.0,GIBRALTAR,1951,2015
845,GLM00004202,76.533,-68.75,77.0,PITUFFIK,1946,2024
846,GLM00004220,68.7081,-52.8517,43.0,AASIAAT (EGEDESMINDE),1950,2025
848,GLM00004270,61.1667,-45.4167,34.0,MITTARFIK NARSARSUAQ,1946,2025
850,GLM00004320,76.7694,-18.6681,11.0,DANMARKSHAVN,1950,2025
851,GLM00004339,70.4844,-21.9511,70.0,ITTOQQORTOORMIIT,1946,2025
853,GLM00004360,65.6111,-37.6367,54.0,TASIILAQ (AMMASSALIK),1949,2025
854,GLM00004417,72.5803,-38.4586,3255.0,GEOSUMMIT,2012,2025
860,GMM00010035,54.5333,9.55,47.0,SCHLESWIG,1954,2025
862,GMM00010113,53.7139,7.1525,11.0,NORDERNEY,2011,2025
864,GMM00010184,54.0978,13.4075,2.0,GREIFSWALD,1950,2025
866,GMM00010238,52.8153,9.9247,70.0,BERGEN,1969,2025
868,GMM00010304,52.7156,7.3175,19.0,MEPPEN,1972,2025
872,GMM00010393,52.2167,14.1167,112.0,LINDENBERG,1905,2025
874,GMM00010410,51.4056,6.9686,153.0,ESSEN-BREDENEY,1965,2025
882,GMM00010548,50.5617,10.3772,450.0,MEININGEN,1969,2025
884,GMM00010618,49.6928,7.3264,376.0,IDAR-OBERSTEIN,1971,2025
895,GMM00010739,48.8333,9.2,314.0,STUTTGART/SCHNARRENBERG,1957,2025
898,GMM00010771,49.4283,11.9022,417.0,KUEMMERSBRUCK,1969,2025
902,GMM00010868,48.2442,11.5525,484.0,MUENCHEN-OBERSCHLEISSHEIM,1976,2025
905,GMM00010954,47.8342,10.8667,756.0,ALTENSTADT,1977,2025
906,GMM00010962,47.8019,11.0119,977.0,HOHENPEISSENBERG,1982,2025
914,GPM00078897,16.2639,-61.5164,11.0,LE RAIZET AERO,1952,2025
915,GQM00091212,13.4767,144.7944,75.4,WEATHER FORECAST OFFICE,1945,2025
916,GRM00016622,40.5272,22.9714,6.7,THESSALONIKI (AIRPORT),1955,2025
917,GRM00016716,37.8897,23.7417,43.1,ATHINAI HELLINIKON,1949,2025
918,GRM00016754,35.3353,25.1819,35.0,HERAKLEION (AIRPORT),1964,2025
926,HKM00045004,22.3272,114.1686,24.0,KOWLOON,1949,2025
935,HRM00014240,45.8219,16.0336,123.0,ZAGREB/MAKSIMIR,1955,2025
936,HRM00014430,44.0969,15.3403,78.0,ZADAR RS,1982,2025
938,HUM00012843,47.4333,19.1833,138.0,BUDAPEST/PESTSZENTLORINC,1949,2025
940,HUM00012982,46.25,20.1,82.0,SZEGED,1965,2025
941,ICM00004018,63.9806,-22.595,52.0,KEFLAVIKURFLUGVOLLUR,1946,2025
942,ICM00004089,65.2833,-14.4,23.0,EGILSSTADIR,1996,2024
945,IDM00096009,5.1833,97.1333,87.0,LHOKSEUMAWE/MALIKUSSALEH,1983,2025
946,IDM00096011,5.5167,95.4167,21.0,BANDA ACEH/BLANG BINTANG,1973,2025
947,IDM00096015,4.25,96.1167,90.0,MEULABOH/CUT NYAK DHIEN,1995,2025
948,IDM00096035,3.6403,98.8786,25.0,KUALANAMU MEDAN,1973,2025
949,IDM00096073,1.55,98.8833,3.0,SIBOLGA/PINANGSORI,1973,2025
950,IDM00096075,1.2667,97.6,6.0,GUNUNG SITOLI/BINAKA,1989,2025
951,IDM00096091,0.9167,104.5333,18.0,TANJUNG PINANG/KIJANG,1975,2025
952,IDM00096109,0.4667,101.45,31.0,PEKAN BARU/SIMPANGTIGA,1973,2025
953,IDM00096145,3.2,106.25,3.0,TAREMPA,1980,2025
954,IDM00096147,3.95,108.3833,2.0,RANAI,1978,2025
955,IDM00096163,-0.7883,100.2808,3.0,MIA PADANG,1973,2025
956,IDM00096171,-0.3333,102.3167,46.0,RENGAT/JAPURA,1975,2025
957,IDM00096179,-0.4833,104.5833,31.0,SINGKEP/DABO,1978,2025
958,IDM00096195,-1.6333,103.65,25.0,JAMBI/SULTAN TAHA,1973,2025
959,IDM00096207,-2.0939,101.4698,782.0,KERINCI/DEPATI PARBO,2007,2024
960,IDM00096221,-2.9,104.7,10.0,PALEMBANG/ST. M. BADARUDIN II,1973,2025
961,IDM00096237,-2.1667,106.1333,33.0,PANGKAL PINANG,1973,2025
962,IDM00096249,-2.75,107.75,44.0,TANJUNG PANDAN/BULUH TUMBANG,1975,2025
963,IDM00096253,-3.8833,102.3333,16.0,BENGKULU/PADANG KEMILING,1973,2025
965,IDM00096295,-5.1,105.1833,96.0,TANJUNG KARANG/RADIN INTEN II,1976,2024
966,IDM00096509,3.3333,117.5667,6.0,TARAKAN/JUWATA,1973,2025
967,IDM00096529,2.1167,117.45,26.0,TANJUNG REDEP/KALIMARAU,1996,2024
968,IDM00096535,1.7667,109.3,15.0,PALOH,1997,2025
969,IDM00096565,0.8833,112.9333,53.0,PUTUSSIBAU/PAGSUMA,1998,2025
970,IDM00096581,-0.15,109.4,3.0,PONTIANAK/SUPADIO,1974,2025
971,IDM00096595,-0.95,114.9,60.0,MUARA TEWEH/BERINGIN,1994,2024
972,IDM00096607,-0.4844,117.1569,3.0,SAMARINDA/TEMINDUNG,1993,2024
973,IDM00096633,-1.2667,116.9,3.0,BALIKPAPAN/SEPINGGAN,1973,2025
974,IDM00096645,-2.7,111.7,25.0,PANGKALAN BUN/ISKANDAR,1983,2025
975,IDM00096655,-2.225,113.9428,27.0,PALANGKA RAYA/TJILIK RIWUT,1984,2025
976,IDM00096685,-3.4333,114.75,20.0,BANJARMASIN/SYAMSUDIN NOOR,1973,2025
977,IDM00096737,-6.1167,106.1333,40.0,SERANG,1984,2025
978,IDM00096739,-6.2333,106.65,46.0,CURUG/BUDIARTO,1975,2025
979,IDM00096749,-6.1167,106.65,8.0,JAKARTA/SOEKARNO-HATTA,1909,2025
983,IDM00096791,-6.75,108.2667,50.0,CIREBON/JATIWANGI,1984,2025
984,IDM00096797,-6.85,109.15,10.0,TEGAL,1983,2025
986,IDM00096805,-7.7333,109.0167,6.0,CILACAP,1973,2025
987,IDM00096839,-6.9833,110.3833,3.0,SEMARANG/AHMAD YANI,1973,2025
991,IDM00096925,-5.85,112.6333,3.0,SANGKAPURA (BAWEAN IS.),1973,2025
992,IDM00096935,-7.3772,112.7939,3.0,JUANDA SURABAYA,1957,2025
994,IDM00096973,-7.05,113.9667,3.0,KALIANGET (MADURA IS),1983,2025
995,IDM00096987,-8.2167,114.3833,5.0,BANYUWANGI,1986,2025
996,IDM00097008,3.5833,125.4667,38.0,NAHA/TAHUNA,1990,2024
997,IDM00097014,1.5333,124.9167,80.0,MENADO/ SAM RATULANGI,1973,2025
998,IDM00097028,1.0167,120.8,2.0,TOLI-TOLI/LALOS,1985,2025
999,IDM00097048,0.5167,123.0667,2.0,GORONTALO/JALALUDDIN,1976,2025
1000,IDM00097072,-0.6833,119.7333,6.0,PALU/MUTIARA,1975,2025
1001,IDM00097086,-1.0405,122.7709,17.0,LUWUK/BUBUNG,1991,2025
1002,IDM00097096,-1.3833,120.7333,2.0,POSO/KASIGUNCU,1984,2025
1003,IDM00097120,-3.5,119.0,8.0,MAJENE,1996,2025
1005,IDM00097180,-5.0667,119.55,14.0,UJUNG PANDANG/HASANUDDIN,1973,2025
1006,IDM00097192,-5.4667,122.6167,2.0,BAU-BAU/BETO AMBARI,1992,2025
1007,IDM00097230,-8.75,115.1667,1.0,DENPASAR/NGURAH RAI,1973,2025
1008,IDM00097240,-8.55,116.0833,3.0,PRAYA LOMBOK,1979,2025
1009,IDM00097260,-8.4333,117.4167,3.0,SUMBAWA BESAR/BRANGBIJI,1976,2025
1010,IDM00097270,-8.55,118.7,2.0,BIMA/M.SALAHUDDIN,1989,2025
1011,IDM00097300,-8.6333,122.25,3.0,MAUMERE/WAI OTI,1979,2025
1012,IDM00097340,-9.6667,120.3333,12.0,WAINGAPU/MAU HAU,1974,2025
1013,IDM00097372,-10.1667,123.6667,108.0,KUPANG/ELTARI,1973,2025
1014,IDM00097430,0.7667,127.3667,23.0,TERNATE/BABULLAH,1983,2025
1015,IDM00097460,-0.6333,127.5,3.0,LABUHA/OESMAN SADIK,1996,2025
1016,IDM00097502,-0.8939,131.2858,3.0,DEO SORONG,1987,2025
1017,IDM00097530,-0.8833,134.05,3.0,MANOKWARI/RENDANI,1992,2024
1018,IDM00097560,-1.1833,136.1167,11.0,BIAK/FRANS KAISIEPO,1973,2025
1019,IDM00097600,-2.0833,126.0,2.0,SANANA,1980,2025
1020,IDM00097686,-4.0667,138.95,1660.0,WAMENA,1991,2025
1021,IDM00097690,-2.5667,140.4833,99.0,JAYAPURA/SENTANI,1973,2025
1022,IDM00097724,-3.7,128.0833,12.0,AMBON/PATTIMURA,1978,2025
1023,IDM00097748,-3.8,130.8333,3.0,GESER,1984,2025
1024,IDM00097760,-3.6667,133.75,3.0,KAIMANA/UTAROM,1993,2023
1025,IDM00097810,-5.6833,132.75,12.0,TUAL/DUMATUBUN,1979,2025
1026,IDM00097876,-6.1,140.3,16.0,TANAH MERAH,1995,2024
1027,IDM00097900,-7.9833,131.3,24.0,SAUMLAKI/OLILIT,1978,2025
1028,IDM00097980,-8.4667,140.3833,3.0,MERAUKE/MOPAH,1987,2025
1029,INM00042027,34.0833,74.8333,1585.0,SRINAGAR,1962,2025
1030,INM00042056,32.6667,74.8333,318.0,JAMMU,2015,2025
1031,INM00042071,31.6333,74.8667,229.0,AMRITSAR,1957,2022
1032,INM00042079,31.5333,76.9,874.0,SUNDERNAGAR,2016,2024
1033,INM00042101,30.3333,76.4667,251.0,PATIALA,1975,2025
1034,INM00042103,30.3833,76.7667,273.0,AMBALA,1928,2023
1035,INM00042111,30.3167,78.0333,683.0,DEHRADUN,1973,2025
1036,INM00042123,29.9167,73.8833,172.0,GANGANAGAR,2015,2025
1037,INM00042165,28.0,73.3,223.0,BIKANER,1973,2025
1038,INM00042170,28.25,74.9167,290.0,CHURU,2015,2025
1039,INM00042182,28.5833,77.2,211.0,NEW DELHI/SAFDARJUNG,1930,2025
1040,INM00042189,28.3667,79.4,167.0,BAREILLY,1973,2025
1041,INM00042260,27.15,77.9667,168.0,AGRA,1926,2019
1042,INM00042273,27.5667,81.6,123.0,BAHRAICH,1973,2019
1043,INM00042299,27.3333,88.6167,1756.0,GANGTOK,2016,2025
1044,INM00042314,27.4833,95.0167,110.0,DIBRUGARH /MOHANBARI,1945,2025
1045,INM00042328,26.9,70.9167,231.0,JAISALMER,2015,2025
1046,INM00042339,26.3,73.0167,217.0,JODHPUR,1935,2025
1047,INM00042348,26.8167,75.8,383.0,JAIPUR / SANGANER,1973,2025
1048,INM00042361,26.2333,78.25,205.0,GWALIOR,1938,2025
1049,INM00042369,26.75,80.8833,122.0,LUCKNOW/AMAUSI,1967,2025
1050,INM00042379,26.75,83.3667,78.3,GORAKHPUR,1973,2025
1052,INM00042397,26.6667,88.3667,123.0,SILIGURI,1973,2024
1053,INM00042399,26.5333,88.7167,83.0,JALPAIGURI,2015,2025
1054,INM00042410,26.1,91.5833,54.0,GUWAHATI,1956,2025
1056,INM00042435,25.75,71.3833,193.0,BARMER,2015,2025
1057,INM00042452,25.15,75.85,273.0,KOTA AERODROME,2015,2025
1059,INM00042492,25.6,85.1667,51.0,PATNA,1928,2025
1060,INM00042498,25.2333,86.95,44.0,BHAGALPUR,1973,2023
1061,INM00042516,25.5667,91.8833,1598.0,SHILLONG,1953,2025
1062,INM00042539,24.2,72.2,135.0,DEESA,1973,2022
1063,INM00042542,24.6167,73.8833,509.0,UDAIPUR DABOK,1976,2025
1065,INM00042591,24.75,84.95,116.0,GAYA,1938,2024
1066,INM00042623,24.7667,93.9,781.0,IMPHAL/TULIHAL,1973,2025
1067,INM00042634,23.25,69.8,78.0,BHUJ-RUDRAMATA,1973,2024
1068,INM00042647,23.0667,72.6333,55.0,AHMADABAD,1928,2025
1069,INM00042667,23.2833,77.35,522.0,BHOPAL/BAIRAGHAR,1973,2024
1070,INM00042675,23.2,79.95,397.0,JABALPUR,1928,2025
1072,INM00042701,23.3167,85.3167,646.0,M.O. RANCHI,1929,2024
1074,INM00042706,23.3833,87.0833,100.0,BANKURA,2015,2023
1075,INM00042724,23.8833,91.25,16.0,AGARTALA,1973,2025
1076,INM00042726,23.8333,92.6167,429.0,LENGPUI,2019,2025
1079,INM00042798,22.8167,86.1833,142.0,JAMSHEDPUR,1941,2025
1080,INM00042809,22.65,88.45,6.0,KOLKATA/DUM DUM,1938,2025
1081,INM00042840,21.2,72.8333,10.0,SURAT,1973,2018
1082,INM00042867,21.1,79.05,310.0,NAGPUR SONEGAON,1946,2025
1083,INM00042874,21.2333,81.65,296.0,PBO RAIPUR,1973,2025
1084,INM00042886,21.9167,84.0833,228.0,JHARSIGUDA,1973,2025
1085,INM00042895,21.5167,86.9333,18.8,BALASORE,1979,2019
1088,INM00042971,20.25,85.8333,45.0,BHUBANESHWAR,1971,2025
1089,INM00043003,19.1167,72.85,14.2,BOMBAY / SANTACRUZ,1938,2025
1090,INM00043014,19.85,75.4,585.0,AURANGABAD CHIKALTHANA AERODRO,1973,2025
1091,INM00043041,19.0833,82.0333,554.0,JAGDALPUR,1973,2025
1092,INM00043049,19.2667,84.8833,16.4,GOPALPUR,1973,2025
1093,INM00043063,18.5333,73.85,555.0,PUNE,1926,2025
1094,INM00043086,18.7667,79.4333,156.0,RAMGUNDAM,2019,2025
1095,INM00043110,16.9833,73.3333,90.5,RATNAGIRI,1973,2025
1096,INM00043128,17.45,78.4667,530.0,HYDERABAD AIRPORT,1929,2025
1097,INM00043150,17.6833,83.3,69.9,VISHAKHAPATNAM/WALTAIR,1938,2025
1099,INM00043185,16.2,81.15,3.0,MACHILIPATNAM/FRANCHPET,1983,2025
1100,INM00043192,15.4833,73.8167,58.4,GOA/PANJIM,1954,2023
1102,INM00043201,15.4167,75.6333,670.0,GADAG,1973,2023
1104,INM00043243,14.9167,80.0,17.0,KAVALI,2019,2025
1105,INM00043279,13.0,80.1833,13.7,CHENNAI/MINAMBAKKAM,1926,2025
1107,INM00043285,12.95,74.8333,30.8,MANGALORE/PANAMBUR,1973,2024
1108,INM00043295,12.9667,77.5833,917.0,BANGALORE,1926,2025
1109,INM00043311,11.1167,72.7333,2.7,AMINIDIVI,1973,2024
1110,INM00043333,11.6667,92.7167,79.0,PORT BLAIR,1926,2025
1111,INM00043344,10.7667,78.7167,88.0,TIRUCHCHIRAPALLI,1938,2015
1112,INM00043346,10.9167,79.8333,6.9,KARAIKAL,1973,2025
1113,INM00043353,9.9333,76.2333,1.0,COCHIN (IN-NAVY),1967,2025
1115,INM00043369,8.3,73.15,0.9,MINICOY,1965,2025
1116,INM00043371,8.4833,76.95,59.9,THIRUVANANTHAPURAM,1928,2025
1138,IRM00040706,38.0833,46.2833,1367.0,TABRIZ,1970,2025
1139,IRM00040745,36.2667,59.6333,999.0,MASHHAD,1969,2025
1140,IRM00040754,35.6833,51.3167,1204.0,TEHRAN-MEHRABAD,1961,2025
1141,IRM00040766,34.35,47.15,1319.0,KERMANSHAH,1973,2025
1143,IRM00040800,32.5175,51.7061,1550.4,ESFAHAN,1969,2025
1144,IRM00040809,32.8667,59.2,1491.0,BIRJAND,1989,2025
1145,IRM00040811,31.3333,48.6667,20.0,AHWAZ,1989,2025
1147,IRM00040841,30.25,56.9667,1748.0,KERMAN,1967,2025
1148,IRM00040848,29.5333,52.6,1484.0,SHIRAZ,1968,2025
1149,IRM00040856,29.4667,60.8833,1370.0,ZAHEDAN,2005,2025
1150,IRM00040875,27.2167,56.3667,10.0,BANDARABBASS,1989,2025
1152,ISM00040179,32.0,34.8167,35.0,BET DAGAN,1963,2025
1154,ISM00040186,31.8667,34.6833,20.0,ASHDOD NORTH,2008,2025
1158,ITM00016044,46.0333,13.1833,93.0,UDINE/CAMPOFORMIDO,1958,2016
1159,ITM00016045,45.9806,13.0592,50.0,UDINE/RIVOLTO RDS,2016,2025
1160,ITM00016080,45.4614,9.2831,104.0,MILANO LINATE RDS,1949,2021
1161,ITM00016113,44.5392,7.6125,385.0,CUNEO-LEVALDIGI RDS,2000,2025
1162,ITM00016144,44.6539,11.6225,10.0,S. PIETRO CAPOFIUME RDS,1986,2025
1164,ITM00016245,41.67,12.4508,32.0,PRATICA DI MARE RDS,1986,2025
1165,ITM00016320,40.6603,17.9567,14.5,BRINDISI RDS,1953,2021
1167,ITM00016429,37.9142,12.4914,7.3,TRAPANI BIRGI RDS,1974,2025
1168,ITM00016546,39.3461,8.9675,29.0,DECIMOMANNU RDS,2012,2025
1174,IVM00065548,7.3833,-7.5167,339.0,MAN,1973,2025
1176,IVM00065578,5.25,-3.9333,7.0,ABIDJAN,1940,2025
1181,IZM00040650,33.3,44.4,32.0,BAGHDAD INT. AIRPORT,1958,2025
1184,JAM00047401,45.415,141.6789,2.8,WAKKANAI,1949,2025
1185,JAM00047412,43.06,141.3286,17.5,SAPPORO,1949,2025
1186,JAM00047418,42.9531,144.4375,14.1,KUSHIRO,2010,2024
1188,JAM00047580,40.7053,141.3719,36.3,MISAWA AB,1948,2020
1189,JAM00047582,39.7175,140.0992,6.3,AKITA,1956,2025
1191,JAM00047600,37.3914,136.8953,5.2,WAJIMA,1956,2025
1194,JAM00047646,36.0581,140.1258,25.2,TATENO,1949,2025
1196,JAM00047678,33.1217,139.7792,151.2,HACHIJOJIMA,1958,2025
1197,JAM00047681,34.7503,137.703,45.7,HAMAMATSU AB,1966,2019
1202,JAM00047741,35.4572,133.0656,16.9,MATSUE,2010,2025
1206,JAM00047778,33.4503,135.7572,67.5,SHIONOMISAKI,1956,2025
1208,JAM00047807,33.5822,130.3764,2.5,FUKUOKA,1947,2025
1210,JAM00047827,31.555,130.5481,3.9,KAGOSHIMA,1956,2025
1216,JAM00047909,28.3942,129.5528,294.1,NAZE/FUNCHATOGE,1957,2025
1217,JAM00047918,24.3367,124.1644,5.7,ISHIGAKIJIMA,1964,2025
1221,JAM00047945,25.8289,131.2286,15.3,MINAMIDAITOJIMA,1961,2025
1223,JAM00047971,27.0922,142.1914,2.7,CHICHIJIMA,1967,2025
1225,JAM00047991,24.2883,153.9833,7.1,MINAMITORISHIMA,1951,2025
1226,JMM00078397,18.0667,-76.85,786.0,COOPERS HILL,1956,2025
1227,JNM00001001,70.9397,-8.6678,9.0,JAN MAYEN,1949,2025
1231,JOM00040265,32.3667,36.25,683.0,MAFRAQ,1963,2024
1236,KEM00063612,3.1186,35.64,506.0,LODWAR,1973,2020
1252,KEM00063741,-1.3036,36.7597,1798.3,DAGORETTI CORNER,1949,2025
1260,KNM00047041,39.9333,127.55,39.0,HAMHEUNG,1978,2015
1261,KNM00047058,39.0333,125.7833,36.0,PYONGYANG,1957,2025
1264,KRM00091610,1.35,172.9167,2.0,TARAWA,1958,2025
1267,KSM00047090,38.2508,128.5647,18.7,SOKCHO,2001,2023
1273,KSM00047113,37.4667,126.4333,7.0,INCHEON INT'L AIRPORT,2020,2020
1275,KSM00047122,37.0833,127.0333,11.8,OSAN AB,1957,2025
1279,KSM00047131,36.633,127.433,59.0,CHEONGJU,1978,2023
1281,KSM00047138,36.0319,129.38,2.9,POHANG,1967,2025
1285,KSM00047155,35.1703,128.5728,37.7,CHANGWON,2016,2025
1286,KSM00047158,35.1167,126.8,12.5,GWANGJU AB,1973,2025
1288,KSM00047169,34.6872,125.4511,77.1,HEUKSANDO,2003,2025
1289,KSM00047185,33.2939,126.1628,74.8,GOSAN,1988,2016
1294,KUM00040582,29.2425,47.9714,56.0,KUWAIT INTERNATIONAL AIRPORT,1983,2023
1295,KZM00028951,53.2333,63.6167,171.0,KOSTANAI,1950,2025
1298,KZM00035229,50.2833,57.15,219.0,AKTOBE,1946,2025
1300,KZM00035394,49.8,73.15,553.0,KARAGANDA,1946,2025
1301,KZM00035671,47.8,67.7167,346.0,ZHEZKAZGAN,1961,2025
1302,KZM00035700,47.1167,51.9167,-22.0,ATYRAU,1951,2025
1305,KZM00036003,52.3,76.9333,122.0,PAVLODAR,1958,2025
1308,KZM00036872,43.3633,77.0042,662.7,ALMATY,1940,2025
1310,KZM00038064,44.7667,65.5167,133.4,KYZYLORDA,1950,2025
1311,KZM00038341,42.85,71.3,652.0,TARAZ,1956,2025
1319,LGM00026435,56.6425,25.1283,79.4,SKRIVERI,2006,2025
1320,LHM00026629,54.8839,23.8358,76.1,KAUNAS,1947,2025
1323,LOM00011952,49.0333,20.3167,703.0,POPRAD-GANOVCE,1977,2025
1351,MAM00067027,-15.6667,46.35,26.0,MAHAJANGA,1973,2024
1353,MAM00067083,-18.8,47.4833,1279.0,ANTANANARIVO/IVATO,1967,2025
1355,MAM00067095,-18.1167,49.4,5.0,TOAMASINA,1973,2021
1365,MAM00067197,-25.0333,46.95,8.0,TAOLAGNARO,1972,2024
1369,MGM00044212,49.8,92.0833,940.0,ULAANGOM,1971,2025
1371,MGM00044231,49.6333,100.1667,1285.0,MUREN,1971,2025
1379,MGM00044292,47.9167,106.8667,1729.0,ULAANBAATAR,1956,2025
1382,MGM00044373,43.5833,104.4167,1465.0,DALANZADGAD,1959,2025
1398,MLM00061265,14.5167,-4.1,276.0,MOPTI,1973,2023
1401,MLM00061291,12.5333,-7.95,380.0,BAMAKO/SENOU,1975,2025
1411,MOM00060155,33.5667,-7.6667,56.0,CASABLANCA,1949,2025
1413,MOM00060191,32.367,-6.4,468.0,BENI-MELLAL,1986,2025
1424,MPM00061995,-20.2975,57.4947,423.0,VACOAS (MAURITIUS),1966,2022
1429,MRM00061415,20.9333,-17.0333,5.0,NOUADHIBOU,1940,2023
1431,MRM00061442,18.1,-15.95,2.0,NOUAKCHOTT,1941,2023
1436,MUM00041256,23.5953,58.2983,8.4,MUSCAT INT'L AIRPORT,1978,2025
1438,MUM00041316,17.0439,54.1022,23.0,SALALAH AIRPORT,1973,2025
1441,MVM00043599,-0.6933,73.1556,1.8,GAN,1961,2021
1443,MXM00076225,28.6667,-106.0333,1472.0,CHIHUAHUA,1964,2020
1444,MXM00076256,27.95,-110.8,12.0,EMPALME,1964,2025
1447,MXM00076394,25.8667,-100.2333,448.0,"AEROP.INTERNACIONAL MONTERREY,",1964,2025
1448,MXM00076405,24.1167,-110.3167,18.0,LA PAZ,1975,2025
1449,MXM00076458,23.2167,-106.4,3.0,COLONIA JUAN CARRASCO MAZATLAN,1948,2025
1451,MXM00076526,22.75,-102.5,2265.0,"ZACATECAS,ZAC.",2000,2020
1453,MXM00076595,21.0167,-86.85,9.0,CANCUN,1995,2025
1454,MXM00076612,20.7,-103.3833,1551.0,GUADALAJARA,1979,2025
1455,MXM00076644,20.95,-89.65,11.0,AEROP.INTERNACIONAL MERIDA,1948,2025
1456,MXM00076654,19.0667,-104.3333,3.0,MANZANILLO,1976,2025
1457,MXM00076679,19.4333,-99.1333,2235.0,AEROP. INTERNACIONAL MEXICO,1948,2025
1458,MXM00076692,19.15,-96.1333,19.0,"HACIENDA YLANG YLANG VERACRUZ,",1952,2025
1461,MXM00076743,17.9833,-92.9333,6.0,VILLAHERMOSA,2005,2025
1462,MXM00076805,16.75,-99.75,3.0,ACAPULCO,1974,2025
1464,MXM00076903,14.9167,-92.25,118.0,TAPACHULA,2011,2025
1465,MYM00048601,5.3,100.2667,3.0,PENANG/BAYAN LEPAS,1968,2025
1467,MYM00048615,6.1667,102.2833,5.0,KOTA BHARU,1973,2025
1468,MYM00048620,4.2167,100.7,7.0,SITIAWAN,1973,2018
1471,MYM00048650,2.7167,101.7,21.0,KUALA LUMPUR INTERNATIONAL AIR,1999,2025
1472,MYM00048657,3.7833,103.2167,15.0,KUANTAN,1971,2025
1473,MYM00096413,1.4833,110.3333,22.0,KUCHING,1973,2025
1474,MYM00096441,3.2,113.0333,3.0,BINTULU,1973,2025
1475,MYM00096471,5.9333,116.05,2.0,KOTA KINABALU,1969,2025
1476,MYM00096481,4.2667,117.8833,20.0,TAWAU,1979,2025
1477,MYM00096491,5.9,118.0667,10.0,SANDAKAN,1973,2018
1490,NCM00091592,-22.2761,166.4528,70.0,NOUMEA (NLLE-CALEDONIE),1960,2025
1491,NFM00094996,-29.0389,167.9408,113.0,NORFOLK ISLAND AERO,1943,2025
1493,NGM00061024,16.9667,7.9833,501.0,AGADEZ,1947,2025
1494,NGM00061052,13.4833,2.1667,223.0,NIAMEY-AERO,1940,2025
1499,NHM00091557,-17.7,168.3,20.0,BAUERFIELD (EFATE),1986,2025
1502,NIM00065046,12.05,8.5333,472.5,KANO,1972,2024
1505,NIM00065125,9.25,7.0,343.1,ABUJA,2006,2016
1507,NIM00065202,6.5,3.3833,19.0,LAGOS/OSHODI,1966,2021
1512,NLM00006260,52.0989,5.1797,1.9,DE BILT AWS,1911,2025
1513,NNM00078866,18.0333,-63.1167,3.0,JULIANA AIRPORT,1956,2025
1514,NOM00001010,69.3153,16.1308,10.0,ANDOYA,2014,2025
1517,NOM00001241,63.7056,9.6117,10.0,ORLAND III,1959,2025
1519,NOM00001400,56.5422,3.2236,52.0,EKOFISK,1994,2025
1520,NOM00001415,58.8742,5.665,37.0,STAVANGER/SOLA,1949,2025
1521,NOM00001492,59.9428,10.7194,95.0,OSLO-BLINDERN,2001,2025
1537,NZM00093112,-36.7928,174.6214,30.0,WHENUAPAI,1957,2025
1545,NZM00093417,-40.9044,174.9839,6.0,PARAPARAUMU AERODROME,1973,2025
1553,NZM00093817,-45.0378,169.6839,370.0,LAUDER UPPER AIR,2016,2024
1554,NZM00093844,-46.4108,168.3178,2.0,INVERCARGILL AIRPORT,1950,2025
1558,NZM00093997,-29.2447,-177.9289,47.7,RAOUL ISLAND,1952,2020
1563,PAM00086218,-25.2333,-57.5167,83.0,AEROPUERTO SILVIO PETTIROSSI,1975,2025
1571,PEM00084628,-12.0167,-77.1167,12.0,LIMA/CALLAO,1957,2021
1576,PFM00059981,16.8333,112.3333,5.0,XISHA DAO,1958,2025
1577,PKM00041506,35.9217,71.8,1499.0,CHITRAL,1975,2024
1578,PKM00041515,35.5667,71.7833,1464.0,DROSH,1949,2024
1580,PKM00041529,34.0333,71.9333,329.0,PESHAWAR,1926,2022
1584,PKM00041598,32.9333,73.7167,232.0,JHELUM,1949,2025
1585,PKM00041600,32.5,74.5333,255.0,SIALKOT,2003,2025
1587,PKM00041624,31.8167,70.9167,172.0,DERA ISMAIL KHAN,1935,2025
1588,PKM00041640,31.55,74.3333,214.0,LAHORE CITY,1960,2025
1589,PKM00041661,30.2667,66.9167,1620.0,QUETTA (SHEIKH MANDA),1926,2019
1590,PKM00041675,30.2,71.4333,122.0,MULTAN,1940,2025
1591,PKM00041678,29.95,73.25,162.0,BAHAWALNAGAR,1980,2025
1594,PKM00041710,28.8167,62.75,682.0,NOKKUNDI,1973,2018
1595,PKM00041712,28.8833,64.4,848.0,DAL BANDIN,1940,2019
1596,PKM00041715,28.3,68.4667,55.0,JACOBABAD,1935,2025
1597,PKM00041718,28.65,70.6833,87.0,KHANPUR,1949,2025
1598,PKM00041739,26.9667,64.1,980.0,PANJGUR,1973,2018
1599,PKM00041744,27.8333,66.6333,1231.0,KHUZDAR,1973,2018
1600,PKM00041749,26.25,68.3667,37.0,NAWABSHAH,1973,2023
1601,PKM00041756,25.0667,61.8,56.0,JIWANI,1938,2017
1603,PKM00041764,25.3833,68.4167,28.0,HYDERABAD,2002,2021
1604,PKM00041768,25.5167,69.7833,5.0,CHHOR,1949,2024
1605,PKM00041780,24.9,67.1333,21.0,KARACHI AIRPORT,1926,2025
1610,PLM00012120,54.7536,17.5347,1.8,LEBA,1972,2025
